chunk_index,document_name,content,chapter_title,section_title,subsection_title,subsubsection_title,header_path,source_markdown,source_document,source_type,source_pdf,embedding_model,vector_dimensions
567,Logistics và quản lý chuỗi cung ứng,"Logistics và quản lý chuỗi cung ứng > V. QUY ĐỊNH ĐÀO TẠO, QUY ĐỊNH TỐT NGHIỆP > 1.2. Điều kiện tốt nghiệp > [4]. > [4.2].
Chứng chỉ Giáo dục Quốc phòng - An Ninh Theo Quyết định số 828/QĐ-ĐHGTVT-ĐT ngày 25/9/2015 của Hiệu trưởng Trường Đại học Giao thông vận tải thành phố Hồ Chí Minh về việc ban hành Quy định tổ chức dạy, học và đánh giá kết quả học tập môn học Giáo dục Quốc phòng - An ninh tại Trường Đại học Giao thông vận tải thành phố Hồ Chí Minh. <br>","V. QUY ĐỊNH ĐÀO TẠO, QUY ĐỊNH TỐT NGHIỆP",1.2. Điều kiện tốt nghiệp,[4].,[4.2].,"Logistics và quản lý chuỗi cung ứng > V. QUY ĐỊNH ĐÀO TẠO, QUY ĐỊNH TỐT NGHIỆP > 1.2. Điều kiện tốt nghiệp > [4]. > [4.2].",data/processed/Logistics và quản lý chuỗi cung ứng.md,Logistics và quản lý chuỗi cung ứng,markdown,data/processed/Logistics và quản lý chuỗi cung ứng.md,sentence-transformers,1024
568,Logistics và quản lý chuỗi cung ứng,"Logistics và quản lý chuỗi cung ứng > V. QUY ĐỊNH ĐÀO TẠO, QUY ĐỊNH TỐT NGHIỆP > 1.2. Điều kiện tốt nghiệp > [4]. > [4.3].
Văn bằng/Chứng chỉ Ngoại ngữ Yêu cầu sinh viên phải có văn bằng/chứng chỉ đến thời điểm xét tốt nghiệp. Các loại văn bằng/chứng chỉ chỉ được công nhận theo Quyết định 63/QĐĐHGTVT ngày 05/02/2018 của Hiệu trưởng Trường Đại học Giao thông vận tải thành phố Hồ Chí Minh về việc “Ban hành quy định chuẩn đầu ra ngoại ngữ đối với sinh viên chương trình chất lượng cao bậc đại học hệ chính quy”. Cụ thể:

- Có chứng chỉ TOEIC 600, IELTS 5.5 (hoặc tương đương).
Lưu ý: Nhà trường công nhận các văn bằng/chứng chỉ ngoại ngữ sau:
- Có bằng cử nhân ngành Ngôn ngữ Anh hoặc tương đương;
- Chứng chỉ tiếng Anh quốc tế do các đơn vị có uy tín được phép cấp và chứng chỉ còn hiệu lực theo quy định. <br>","V. QUY ĐỊNH ĐÀO TẠO, QUY ĐỊNH TỐT NGHIỆP",1.2. Điều kiện tốt nghiệp,[4].,[4.3].,"Logistics và quản lý chuỗi cung ứng > V. QUY ĐỊNH ĐÀO TẠO, QUY ĐỊNH TỐT NGHIỆP > 1.2. Điều kiện tốt nghiệp > [4]. > [4.3].",data/processed/Logistics và quản lý chuỗi cung ứng.md,Logistics và quản lý chuỗi cung ứng,markdown,data/processed/Logistics và quản lý chuỗi cung ứng.md,sentence-transformers,1024
569,Logistics và quản lý chuỗi cung ứng,"Logistics và quản lý chuỗi cung ứng > V. QUY ĐỊNH ĐÀO TẠO, QUY ĐỊNH TỐT NGHIỆP > 1.2. Điều kiện tốt nghiệp > [4]. > [4.4]. Văn bằng/Chứng chỉ Tin học Yêu cầu sinh viên phải có văn bằng/chứng chỉ đến thời điểm xét tốt nghiệp, cụ thể phải có một trong các loại bằng/chứng chỉ sau:
- Bằng tốt nghiệp đại học, cao đẳng công nghệ thông tin;
- Chứng chỉ Ứng dụng công nghệ thông tin cơ bản (quy định tại Thông tư liên
  tịch số 17/2016/TTLT- BGDĐT- BTTTT ngày 21/6/2016 của Bộ trưởng Bộ Giáo dục
  & Đào tạo và Bộ trưởng Bộ Thông tin & Truyền thông)","V. QUY ĐỊNH ĐÀO TẠO, QUY ĐỊNH TỐT NGHIỆP",1.2. Điều kiện tốt nghiệp,[4].,"[4.4]. Văn bằng/Chứng chỉ Tin học Yêu cầu sinh viên phải có văn bằng/chứng chỉ đến thời điểm xét tốt nghiệp, cụ thể phải có một trong các loại bằng/chứng chỉ sau:","Logistics và quản lý chuỗi cung ứng > V. QUY ĐỊNH ĐÀO TẠO, QUY ĐỊNH TỐT NGHIỆP > 1.2. Điều kiện tốt nghiệp > [4]. > [4.4]. Văn bằng/Chứng chỉ Tin học Yêu cầu sinh viên phải có văn bằng/chứng chỉ đến thời điểm xét tốt nghiệp, cụ thể phải có một trong các loại bằng/chứng chỉ sau:",data/processed/Logistics và quản lý chuỗi cung ứng.md,Logistics và quản lý chuỗi cung ứng,markdown,data/processed/Logistics và quản lý chuỗi cung ứng.md,sentence-transformers,1024
570,Logistics và quản lý chuỗi cung ứng,"Logistics và quản lý chuỗi cung ứng > VI. CÁCH THỨC ĐÁNH GIÁ
- Căn cứ Quyết định số 607/QĐ-ĐHGTVT ngày 07/11/2017 của Hiệu trưởng Trường Đại học Giao thông vận tải thành phố Hồ Chí Minh về việc ban hành Quy định về đào tạo đại học, cao đẳng chính quy theo hệ thống tín chỉ tại trường ĐH Giao thông vận tải thành phố Hồ Chí Minh;
- Căn cứ Quyết định số 202/QĐ-ĐHGTVT ngày 19/01/2018 của Hiệu trưởng Trường Đại học Giao thông vận tải thành phố Hồ Chí Minh về việc ban hành quy định về đào tạo chất lượng cao;
- Theo quy định trong Đề cương chi tiết các học phần.",VI. CÁCH THỨC ĐÁNH GIÁ,,,,Logistics và quản lý chuỗi cung ứng > VI. CÁCH THỨC ĐÁNH GIÁ,data/processed/Logistics và quản lý chuỗi cung ứng.md,Logistics và quản lý chuỗi cung ứng,markdown,data/processed/Logistics và quản lý chuỗi cung ứng.md,sentence-transformers,1024
571,Logistics và quản lý chuỗi cung ứng,"Logistics và quản lý chuỗi cung ứng > VII. THỜI GIAN ĐÀO TẠO:
4.0 năm",VII. THỜI GIAN ĐÀO TẠO:,,,,Logistics và quản lý chuỗi cung ứng > VII. THỜI GIAN ĐÀO TẠO:,data/processed/Logistics và quản lý chuỗi cung ứng.md,Logistics và quản lý chuỗi cung ứng,markdown,data/processed/Logistics và quản lý chuỗi cung ứng.md,sentence-transformers,1024
572,Logistics và quản lý chuỗi cung ứng,"Logistics và quản lý chuỗi cung ứng > VIII. VĂN BẰNG TỐT NGHIỆP:
Văn bằng Cử nhân, Ngành Khai thác vận tải",VIII. VĂN BẰNG TỐT NGHIỆP:,,,,Logistics và quản lý chuỗi cung ứng > VIII. VĂN BẰNG TỐT NGHIỆP:,data/processed/Logistics và quản lý chuỗi cung ứng.md,Logistics và quản lý chuỗi cung ứng,markdown,data/processed/Logistics và quản lý chuỗi cung ứng.md,sentence-transformers,1024
573,Logistics và quản lý chuỗi cung ứng,"Logistics và quản lý chuỗi cung ứng > IX. VỊ TRÍ LÀM VIỆC SAU TỐT NGHIỆP:
- Có thể công tác tại các doanh nghiệp làm dịch vụ logistics, doanh nghiệp làm dịch vụ vận tải đa phương thức nói riêng và các doanh nghiệp dịch vụ vận tải, giao nhận nói chung.
- Các phòng ban nghiệp vụ phù hợp chuyên môn gồm: kế hoạch, khai thác, marketing, dịch vụ khách hàng, kinh doanh quốc tế, kho vận, cung ứng vật tư, kế toán, phân phối…
- Có thể đảm nhiệm chức danh quản lý các cấp tại các doanh nghiệp và tổ chức liên quan đến logistics và vận tải.
- Có khả năng giảng dạy các môn học chuyên môn ở các trường Cao đẳng, Trung học chuyên nghiệp, dạy nghề có mở chuyên ngành liên quan.
- Có thể tham gia vào thị trường lao động quốc tế trong lĩnh vực liên quan đến chuyên môn",IX. VỊ TRÍ LÀM VIỆC SAU TỐT NGHIỆP:,,,,Logistics và quản lý chuỗi cung ứng > IX. VỊ TRÍ LÀM VIỆC SAU TỐT NGHIỆP:,data/processed/Logistics và quản lý chuỗi cung ứng.md,Logistics và quản lý chuỗi cung ứng,markdown,data/processed/Logistics và quản lý chuỗi cung ứng.md,sentence-transformers,1024
574,Logistics và quản lý chuỗi cung ứng,"Logistics và quản lý chuỗi cung ứng > X. KHẢ NĂNG HỌC TẬP, NÂNG CAO TRÌNH ĐỘ SAU ĐẠI HỌC:
- Học cao hơn ở bậc học thạc sỹ, tiến sỹ về Logistics và quản lý chuỗi cung ứng;
- Học văn bằng 2 các ngành khác: như các ngành quản trị kinh doanh hoặc công nghệ thông tin để đưa ra các giải pháp logistics hoặc giải pháp chuỗi cung ứng hoàn hảo.
- Tham gia các lớp về bồi dưỡng nghiệp vụ như Khai báo Hải quan, giám định hàng hoá, bằng cấp do các tổ chức quốc tế cấp như: FIATA, APIC ....","X. KHẢ NĂNG HỌC TẬP, NÂNG CAO TRÌNH ĐỘ SAU ĐẠI HỌC:",,,,"Logistics và quản lý chuỗi cung ứng > X. KHẢ NĂNG HỌC TẬP, NÂNG CAO TRÌNH ĐỘ SAU ĐẠI HỌC:",data/processed/Logistics và quản lý chuỗi cung ứng.md,Logistics và quản lý chuỗi cung ứng,markdown,data/processed/Logistics và quản lý chuỗi cung ứng.md,sentence-transformers,1024
575,Logistics và quản lý chuỗi cung ứng,"Logistics và quản lý chuỗi cung ứng > XI. NỘI DUNG CHƯƠNG TRÌNH ĐÀO TẠO > Tổng số tín chỉ toàn khóa (Không tính các học phần GDTC, GDQP-AN):
120 tín chỉ",XI. NỘI DUNG CHƯƠNG TRÌNH ĐÀO TẠO,"Tổng số tín chỉ toàn khóa (Không tính các học phần GDTC, GDQP-AN):",,,"Logistics và quản lý chuỗi cung ứng > XI. NỘI DUNG CHƯƠNG TRÌNH ĐÀO TẠO > Tổng số tín chỉ toàn khóa (Không tính các học phần GDTC, GDQP-AN):",data/processed/Logistics và quản lý chuỗi cung ứng.md,Logistics và quản lý chuỗi cung ứng,markdown,data/processed/Logistics và quản lý chuỗi cung ứng.md,sentence-transformers,1024
576,Logistics và quản lý chuỗi cung ứng,"Logistics và quản lý chuỗi cung ứng > XI. NỘI DUNG CHƯƠNG TRÌNH ĐÀO TẠO > Kiến thức giáo dục đại cương
Tổng số tín chỉ: 25 tín chỉ",XI. NỘI DUNG CHƯƠNG TRÌNH ĐÀO TẠO,Kiến thức giáo dục đại cương,,,Logistics và quản lý chuỗi cung ứng > XI. NỘI DUNG CHƯƠNG TRÌNH ĐÀO TẠO > Kiến thức giáo dục đại cương,data/processed/Logistics và quản lý chuỗi cung ứng.md,Logistics và quản lý chuỗi cung ứng,markdown,data/processed/Logistics và quản lý chuỗi cung ứng.md,sentence-transformers,1024
577,Logistics và quản lý chuỗi cung ứng,"Logistics và quản lý chuỗi cung ứng > XI. NỘI DUNG CHƯƠNG TRÌNH ĐÀO TẠO > Kiến thức giáo dục đại cương > Đại số _(Algebra)_
- Mã học phần: 001201
- Số tín chỉ: 2
- Số tiết: 30
- Điều kiện: Không
- Học kỳ: 1",XI. NỘI DUNG CHƯƠNG TRÌNH ĐÀO TẠO,Kiến thức giáo dục đại cương,Đại số _(Algebra)_,,Logistics và quản lý chuỗi cung ứng > XI. NỘI DUNG CHƯƠNG TRÌNH ĐÀO TẠO > Kiến thức giáo dục đại cương > Đại số _(Algebra)_,data/processed/Logistics và quản lý chuỗi cung ứng.md,Logistics và quản lý chuỗi cung ứng,markdown,data/processed/Logistics và quản lý chuỗi cung ứng.md,sentence-transformers,1024
578,Logistics và quản lý chuỗi cung ứng,"Logistics và quản lý chuỗi cung ứng > XI. NỘI DUNG CHƯƠNG TRÌNH ĐÀO TẠO > Kiến thức giáo dục đại cương > Giải tích 1 _(Calculus 1)_
- Mã học phần: 001202
- Số tín chỉ: 3
- Số tiết: 45
- Điều kiện: Không
- Học kỳ: 1",XI. NỘI DUNG CHƯƠNG TRÌNH ĐÀO TẠO,Kiến thức giáo dục đại cương,Giải tích 1 _(Calculus 1)_,,Logistics và quản lý chuỗi cung ứng > XI. NỘI DUNG CHƯƠNG TRÌNH ĐÀO TẠO > Kiến thức giáo dục đại cương > Giải tích 1 _(Calculus 1)_,data/processed/Logistics và quản lý chuỗi cung ứng.md,Logistics và quản lý chuỗi cung ứng,markdown,data/processed/Logistics và quản lý chuỗi cung ứng.md,sentence-transformers,1024
579,Logistics và quản lý chuỗi cung ứng,"Logistics và quản lý chuỗi cung ứng > XI. NỘI DUNG CHƯƠNG TRÌNH ĐÀO TẠO > Kiến thức giáo dục đại cương > Xác suất thống kê _(Probability & Statistics)_
- Mã học phần: 001212
- Số tín chỉ: 3
- Số tiết: 45
- Điều kiện: Không
- Học kỳ: 2",XI. NỘI DUNG CHƯƠNG TRÌNH ĐÀO TẠO,Kiến thức giáo dục đại cương,Xác suất thống kê _(Probability & Statistics)_,,Logistics và quản lý chuỗi cung ứng > XI. NỘI DUNG CHƯƠNG TRÌNH ĐÀO TẠO > Kiến thức giáo dục đại cương > Xác suất thống kê _(Probability & Statistics)_,data/processed/Logistics và quản lý chuỗi cung ứng.md,Logistics và quản lý chuỗi cung ứng,markdown,data/processed/Logistics và quản lý chuỗi cung ứng.md,sentence-transformers,1024
580,Logistics và quản lý chuỗi cung ứng,"Logistics và quản lý chuỗi cung ứng > XI. NỘI DUNG CHƯƠNG TRÌNH ĐÀO TẠO > Kiến thức giáo dục đại cương > Toán kinh tế _(Economics Mathematics)_
- Mã học phần: 001211
- Số tín chỉ: 3
- Số tiết: 45
- Điều kiện: Không
- Học kỳ: 2",XI. NỘI DUNG CHƯƠNG TRÌNH ĐÀO TẠO,Kiến thức giáo dục đại cương,Toán kinh tế _(Economics Mathematics)_,,Logistics và quản lý chuỗi cung ứng > XI. NỘI DUNG CHƯƠNG TRÌNH ĐÀO TẠO > Kiến thức giáo dục đại cương > Toán kinh tế _(Economics Mathematics)_,data/processed/Logistics và quản lý chuỗi cung ứng.md,Logistics và quản lý chuỗi cung ứng,markdown,data/processed/Logistics và quản lý chuỗi cung ứng.md,sentence-transformers,1024
581,Logistics và quản lý chuỗi cung ứng,"Logistics và quản lý chuỗi cung ứng > XI. NỘI DUNG CHƯƠNG TRÌNH ĐÀO TẠO > Kiến thức giáo dục đại cương > Triết học Mác – Lênin _(Philosophy of Marxism and Leninism)_
- Mã học phần: 005105
- Số tín chỉ: 2
- Số tiết: 30
- Điều kiện: Không
- Học kỳ: 3",XI. NỘI DUNG CHƯƠNG TRÌNH ĐÀO TẠO,Kiến thức giáo dục đại cương,Triết học Mác – Lênin _(Philosophy of Marxism and Leninism)_,,Logistics và quản lý chuỗi cung ứng > XI. NỘI DUNG CHƯƠNG TRÌNH ĐÀO TẠO > Kiến thức giáo dục đại cương > Triết học Mác – Lênin _(Philosophy of Marxism and Leninism)_,data/processed/Logistics và quản lý chuỗi cung ứng.md,Logistics và quản lý chuỗi cung ứng,markdown,data/processed/Logistics và quản lý chuỗi cung ứng.md,sentence-transformers,1024
582,Logistics và quản lý chuỗi cung ứng,"Logistics và quản lý chuỗi cung ứng > XI. NỘI DUNG CHƯƠNG TRÌNH ĐÀO TẠO > Kiến thức giáo dục đại cương > Kinh tế chính trị Mác – Lênin _(Political economics of Marxism and Leninism)_
- Mã học phần: 005106
- Số tín chỉ: 2
- Số tiết: 30
- Điều kiện: học phần học trước 005105
- Học kỳ: 4",XI. NỘI DUNG CHƯƠNG TRÌNH ĐÀO TẠO,Kiến thức giáo dục đại cương,Kinh tế chính trị Mác – Lênin _(Political economics of Marxism and Leninism)_,,Logistics và quản lý chuỗi cung ứng > XI. NỘI DUNG CHƯƠNG TRÌNH ĐÀO TẠO > Kiến thức giáo dục đại cương > Kinh tế chính trị Mác – Lênin _(Political economics of Marxism and Leninism)_,data/processed/Logistics và quản lý chuỗi cung ứng.md,Logistics và quản lý chuỗi cung ứng,markdown,data/processed/Logistics và quản lý chuỗi cung ứng.md,sentence-transformers,1024
583,Logistics và quản lý chuỗi cung ứng,"Logistics và quản lý chuỗi cung ứng > XI. NỘI DUNG CHƯƠNG TRÌNH ĐÀO TẠO > Kiến thức giáo dục đại cương > Chủ nghĩa xã hội khoa học _(Scientific socialism)_
- Mã học phần: 005107
- Số tín chỉ: 2
- Số tiết: 30
- Điều kiện: học phần học trước 005106
- Học kỳ: 4",XI. NỘI DUNG CHƯƠNG TRÌNH ĐÀO TẠO,Kiến thức giáo dục đại cương,Chủ nghĩa xã hội khoa học _(Scientific socialism)_,,Logistics và quản lý chuỗi cung ứng > XI. NỘI DUNG CHƯƠNG TRÌNH ĐÀO TẠO > Kiến thức giáo dục đại cương > Chủ nghĩa xã hội khoa học _(Scientific socialism)_,data/processed/Logistics và quản lý chuỗi cung ứng.md,Logistics và quản lý chuỗi cung ứng,markdown,data/processed/Logistics và quản lý chuỗi cung ứng.md,sentence-transformers,1024
584,Logistics và quản lý chuỗi cung ứng,"Logistics và quản lý chuỗi cung ứng > XI. NỘI DUNG CHƯƠNG TRÌNH ĐÀO TẠO > Kiến thức giáo dục đại cương > Lịch sử ĐCS VN _(History of Vietnamese Communist Party)_
- Mã học phần: 005108
- Số tín chỉ: 2
- Số tiết: 30
- Điều kiện: Không
- Học kỳ: 3",XI. NỘI DUNG CHƯƠNG TRÌNH ĐÀO TẠO,Kiến thức giáo dục đại cương,Lịch sử ĐCS VN _(History of Vietnamese Communist Party)_,,Logistics và quản lý chuỗi cung ứng > XI. NỘI DUNG CHƯƠNG TRÌNH ĐÀO TẠO > Kiến thức giáo dục đại cương > Lịch sử ĐCS VN _(History of Vietnamese Communist Party)_,data/processed/Logistics và quản lý chuỗi cung ứng.md,Logistics và quản lý chuỗi cung ứng,markdown,data/processed/Logistics và quản lý chuỗi cung ứng.md,sentence-transformers,1024
