chunk_index,document_name,content,chapter_title,section_title,subsection_title,subsubsection_title,header_path,source_markdown,source_document,source_type,source_pdf,embedding_model,vector_dimensions
356,Công nghệ thông tin,"Công nghệ thông tin > III. CHƯƠNG TRÌNH CHI TIẾT > 3. Kiến thức điều kiện: > 3.1. Giáp dục Quốc phòng - An ninh > Bơi 1 (50m)
- Mã học phần: 004103
- Số tín chỉ: 1
- Ghi chú: Học phần Tự chọn. Theo Quy định về chuẩn chương trình, tổ chức dạy, học và đánh giá kết quả học tập môn học Giáo dục thể chất tại Trường Đại học Giao thông vận tải TP. Hồ Chí Minh, ban hành kèm theo Quyết định số 490/QĐ-ĐHGTVT ngày 06/06/2016 của Hiệu trưởng Trường ĐH Giao thông vận tải TP. Hồ Chí Minh.",III. CHƯƠNG TRÌNH CHI TIẾT,3. Kiến thức điều kiện:,3.1. Giáp dục Quốc phòng - An ninh,Bơi 1 (50m),Công nghệ thông tin > III. CHƯƠNG TRÌNH CHI TIẾT > 3. Kiến thức điều kiện: > 3.1. Giáp dục Quốc phòng - An ninh > Bơi 1 (50m),data/processed/Công nghệ thông tin.md,Công nghệ thông tin,markdown,data/processed/Công nghệ thông tin.md,sentence-transformers,1024
357,Công nghệ thông tin,"Công nghệ thông tin > III. CHƯƠNG TRÌNH CHI TIẾT > 3. Kiến thức điều kiện: > 3.1. Giáp dục Quốc phòng - An ninh > Bơi 2 (200m)
- Mã học phần: 004104
- Số tín chỉ: 1
- Ghi chú: Học phần Tự chọn. Theo Quy định về chuẩn chương trình, tổ chức dạy, học và đánh giá kết quả học tập môn học Giáo dục thể chất tại Trường Đại học Giao thông vận tải TP. Hồ Chí Minh, ban hành kèm theo Quyết định số 490/QĐ-ĐHGTVT ngày 06/06/2016 của Hiệu trưởng Trường ĐH Giao thông vận tải TP. Hồ Chí Minh.",III. CHƯƠNG TRÌNH CHI TIẾT,3. Kiến thức điều kiện:,3.1. Giáp dục Quốc phòng - An ninh,Bơi 2 (200m),Công nghệ thông tin > III. CHƯƠNG TRÌNH CHI TIẾT > 3. Kiến thức điều kiện: > 3.1. Giáp dục Quốc phòng - An ninh > Bơi 2 (200m),data/processed/Công nghệ thông tin.md,Công nghệ thông tin,markdown,data/processed/Công nghệ thông tin.md,sentence-transformers,1024
358,Công nghệ thông tin,"Công nghệ thông tin > III. CHƯƠNG TRÌNH CHI TIẾT > 3. Kiến thức điều kiện: > 3.1. Giáp dục Quốc phòng - An ninh > Điền kinh
- Mã học phần: 004105
- Số tín chỉ: 1
- Ghi chú: Học phần Tự chọn. Theo Quy định về chuẩn chương trình, tổ chức dạy, học và đánh giá kết quả học tập môn học Giáo dục thể chất tại Trường Đại học Giao thông vận tải TP. Hồ Chí Minh, ban hành kèm theo Quyết định số 490/QĐ-ĐHGTVT ngày 06/06/2016 của Hiệu trưởng Trường ĐH Giao thông vận tải TP. Hồ Chí Minh.",III. CHƯƠNG TRÌNH CHI TIẾT,3. Kiến thức điều kiện:,3.1. Giáp dục Quốc phòng - An ninh,Điền kinh,Công nghệ thông tin > III. CHƯƠNG TRÌNH CHI TIẾT > 3. Kiến thức điều kiện: > 3.1. Giáp dục Quốc phòng - An ninh > Điền kinh,data/processed/Công nghệ thông tin.md,Công nghệ thông tin,markdown,data/processed/Công nghệ thông tin.md,sentence-transformers,1024
359,Công nghệ thông tin,"Công nghệ thông tin > III. CHƯƠNG TRÌNH CHI TIẾT > 3. Kiến thức điều kiện: > 3.1. Giáp dục Quốc phòng - An ninh > Bóng chuyền
- Mã học phần: 004106
- Số tín chỉ: 1
- Ghi chú: Học phần Tự chọn. Theo Quy định về chuẩn chương trình, tổ chức dạy, học và đánh giá kết quả học tập môn học Giáo dục thể chất tại Trường Đại học Giao thông vận tải TP. Hồ Chí Minh, ban hành kèm theo Quyết định số 490/QĐ-ĐHGTVT ngày 06/06/2016 của Hiệu trưởng Trường ĐH Giao thông vận tải TP. Hồ Chí Minh.",III. CHƯƠNG TRÌNH CHI TIẾT,3. Kiến thức điều kiện:,3.1. Giáp dục Quốc phòng - An ninh,Bóng chuyền,Công nghệ thông tin > III. CHƯƠNG TRÌNH CHI TIẾT > 3. Kiến thức điều kiện: > 3.1. Giáp dục Quốc phòng - An ninh > Bóng chuyền,data/processed/Công nghệ thông tin.md,Công nghệ thông tin,markdown,data/processed/Công nghệ thông tin.md,sentence-transformers,1024
360,Công nghệ thông tin,"Công nghệ thông tin > III. CHƯƠNG TRÌNH CHI TIẾT > 3. Kiến thức điều kiện: > 3.1. Giáp dục Quốc phòng - An ninh > Bóng đá
- Mã học phần: 004107
- Số tín chỉ: 1
- Ghi chú: Học phần Tự chọn. Theo Quy định về chuẩn chương trình, tổ chức dạy, học và đánh giá kết quả học tập môn học Giáo dục thể chất tại Trường Đại học Giao thông vận tải TP. Hồ Chí Minh, ban hành kèm theo Quyết định số 490/QĐ-ĐHGTVT ngày 06/06/2016 của Hiệu trưởng Trường ĐH Giao thông vận tải TP. Hồ Chí Minh.",III. CHƯƠNG TRÌNH CHI TIẾT,3. Kiến thức điều kiện:,3.1. Giáp dục Quốc phòng - An ninh,Bóng đá,Công nghệ thông tin > III. CHƯƠNG TRÌNH CHI TIẾT > 3. Kiến thức điều kiện: > 3.1. Giáp dục Quốc phòng - An ninh > Bóng đá,data/processed/Công nghệ thông tin.md,Công nghệ thông tin,markdown,data/processed/Công nghệ thông tin.md,sentence-transformers,1024
361,Công nghệ thông tin,"Công nghệ thông tin > III. CHƯƠNG TRÌNH CHI TIẾT > 3. Kiến thức điều kiện: > 3.1. Giáp dục Quốc phòng - An ninh > Bóng rổ
- Mã học phần: 004109
- Số tín chỉ: 1
- Ghi chú: Học phần Tự chọn. Theo Quy định về chuẩn chương trình, tổ chức dạy, học và đánh giá kết quả học tập môn học Giáo dục thể chất tại Trường Đại học Giao thông vận tải TP. Hồ Chí Minh, ban hành kèm theo Quyết định số 490/QĐ-ĐHGTVT ngày 06/06/2016 của Hiệu trưởng Trường ĐH Giao thông vận tải TP. Hồ Chí Minh.",III. CHƯƠNG TRÌNH CHI TIẾT,3. Kiến thức điều kiện:,3.1. Giáp dục Quốc phòng - An ninh,Bóng rổ,Công nghệ thông tin > III. CHƯƠNG TRÌNH CHI TIẾT > 3. Kiến thức điều kiện: > 3.1. Giáp dục Quốc phòng - An ninh > Bóng rổ,data/processed/Công nghệ thông tin.md,Công nghệ thông tin,markdown,data/processed/Công nghệ thông tin.md,sentence-transformers,1024
362,Công nghệ thông tin,"Công nghệ thông tin > III. CHƯƠNG TRÌNH CHI TIẾT > 3. Kiến thức điều kiện: > 3.1. Giáp dục Quốc phòng - An ninh > Cờ vua
- Mã học phần: 004110
- Số tín chỉ: 1
- Ghi chú: Học phần Tự chọn. Theo Quy định về chuẩn chương trình, tổ chức dạy, học và đánh giá kết quả học tập môn học Giáo dục thể chất tại Trường Đại học Giao thông vận tải TP. Hồ Chí Minh, ban hành kèm theo Quyết định số 490/QĐ-ĐHGTVT ngày 06/06/2016 của Hiệu trưởng Trường ĐH Giao thông vận tải TP. Hồ Chí Minh.",III. CHƯƠNG TRÌNH CHI TIẾT,3. Kiến thức điều kiện:,3.1. Giáp dục Quốc phòng - An ninh,Cờ vua,Công nghệ thông tin > III. CHƯƠNG TRÌNH CHI TIẾT > 3. Kiến thức điều kiện: > 3.1. Giáp dục Quốc phòng - An ninh > Cờ vua,data/processed/Công nghệ thông tin.md,Công nghệ thông tin,markdown,data/processed/Công nghệ thông tin.md,sentence-transformers,1024
363,Công nghệ thông tin,"Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 1
TỔNG SỐ TÍN CHỈ: 16",IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN),HỌC KỲ 1,,,Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 1,data/processed/Công nghệ thông tin.md,Công nghệ thông tin,markdown,data/processed/Công nghệ thông tin.md,sentence-transformers,1024
364,Công nghệ thông tin,"Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 1 > Giải tích 1
- Mã học phần: 001202
- Số tín chỉ: 3
- Loại học phần: Học phần bắt buộc",IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN),HỌC KỲ 1,Giải tích 1,,Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 1 > Giải tích 1,data/processed/Công nghệ thông tin.md,Công nghệ thông tin,markdown,data/processed/Công nghệ thông tin.md,sentence-transformers,1024
365,Công nghệ thông tin,"Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 1 > Triết học Mác – Lênin
- Mã học phần: 005105
- Số tín chỉ: 3
- Loại học phần: Học phần bắt buộc",IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN),HỌC KỲ 1,Triết học Mác – Lênin,,Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 1 > Triết học Mác – Lênin,data/processed/Công nghệ thông tin.md,Công nghệ thông tin,markdown,data/processed/Công nghệ thông tin.md,sentence-transformers,1024
366,Công nghệ thông tin,"Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 1 > Pháp luật đại cương
- Mã học phần: 005004
- Số tín chỉ: 2
- Loại học phần: Học phần bắt buộc",IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN),HỌC KỲ 1,Pháp luật đại cương,,Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 1 > Pháp luật đại cương,data/processed/Công nghệ thông tin.md,Công nghệ thông tin,markdown,data/processed/Công nghệ thông tin.md,sentence-transformers,1024
367,Công nghệ thông tin,"Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 1 > Tin học cơ bản
- Mã học phần: 124012
- Số tín chỉ: 2
- Loại học phần: Học phần bắt buộc",IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN),HỌC KỲ 1,Tin học cơ bản,,Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 1 > Tin học cơ bản,data/processed/Công nghệ thông tin.md,Công nghệ thông tin,markdown,data/processed/Công nghệ thông tin.md,sentence-transformers,1024
368,Công nghệ thông tin,"Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 1 > Nhập môn ngành CNTT
- Mã học phần: 122042
- Số tín chỉ: 3
- Loại học phần: Học phần bắt buộc",IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN),HỌC KỲ 1,Nhập môn ngành CNTT,,Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 1 > Nhập môn ngành CNTT,data/processed/Công nghệ thông tin.md,Công nghệ thông tin,markdown,data/processed/Công nghệ thông tin.md,sentence-transformers,1024
369,Công nghệ thông tin,"Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 1 > Toán chuyên đề 1
- Mã học phần: 001205
- Số tín chỉ: 3
- Loại học phần: Học phần bắt buộc",IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN),HỌC KỲ 1,Toán chuyên đề 1,,Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 1 > Toán chuyên đề 1,data/processed/Công nghệ thông tin.md,Công nghệ thông tin,markdown,data/processed/Công nghệ thông tin.md,sentence-transformers,1024
370,Công nghệ thông tin,"Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 2
TỔNG SỐ TÍN CHỈ: 17",IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN),HỌC KỲ 2,,,Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 2,data/processed/Công nghệ thông tin.md,Công nghệ thông tin,markdown,data/processed/Công nghệ thông tin.md,sentence-transformers,1024
371,Công nghệ thông tin,"Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 2 > Đại số
- Mã học phần: 001201
- Số tín chỉ: 2
- Loại học phần: Học phần bắt buộc",IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN),HỌC KỲ 2,Đại số,,Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 2 > Đại số,data/processed/Công nghệ thông tin.md,Công nghệ thông tin,markdown,data/processed/Công nghệ thông tin.md,sentence-transformers,1024
372,Công nghệ thông tin,"Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 2 > Kỹ thuật lập trình
- Mã học phần: 124001
- Số tín chỉ: 3
- Loại học phần: Học phần bắt buộc",IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN),HỌC KỲ 2,Kỹ thuật lập trình,,Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 2 > Kỹ thuật lập trình,data/processed/Công nghệ thông tin.md,Công nghệ thông tin,markdown,data/processed/Công nghệ thông tin.md,sentence-transformers,1024
373,Công nghệ thông tin,"Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 2 > Kinh tế chính trị Mác – Lênin
- Mã học phần: 005106
- Số tín chỉ: 2
- Loại học phần: Học phần bắt buộc
- Học phần học trước: 005105",IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN),HỌC KỲ 2,Kinh tế chính trị Mác – Lênin,,Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 2 > Kinh tế chính trị Mác – Lênin,data/processed/Công nghệ thông tin.md,Công nghệ thông tin,markdown,data/processed/Công nghệ thông tin.md,sentence-transformers,1024
374,Công nghệ thông tin,"Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 2 > Kiến trúc máy tính
- Mã học phần: 125000
- Số tín chỉ: 3
- Loại học phần: Học phần bắt buộc",IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN),HỌC KỲ 2,Kiến trúc máy tính,,Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 2 > Kiến trúc máy tính,data/processed/Công nghệ thông tin.md,Công nghệ thông tin,markdown,data/processed/Công nghệ thông tin.md,sentence-transformers,1024
375,Công nghệ thông tin,"Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 2 > Cơ sở dữ liệu
- Mã học phần: 121000
- Số tín chỉ: 3
- Loại học phần: Học phần bắt buộc",IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN),HỌC KỲ 2,Cơ sở dữ liệu,,Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 2 > Cơ sở dữ liệu,data/processed/Công nghệ thông tin.md,Công nghệ thông tin,markdown,data/processed/Công nghệ thông tin.md,sentence-transformers,1024
376,Công nghệ thông tin,"Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 2 > Toán rời rạc
- Mã học phần: 122002
- Số tín chỉ: 2
- Loại học phần: Học phần bắt buộc
- Học phần học trước: 124012, 122042",IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN),HỌC KỲ 2,Toán rời rạc,,Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 2 > Toán rời rạc,data/processed/Công nghệ thông tin.md,Công nghệ thông tin,markdown,data/processed/Công nghệ thông tin.md,sentence-transformers,1024
377,Công nghệ thông tin,"Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 2 > Quản trị doanh nghiệp CNTT
- Mã học phần: 121037
- Số tín chỉ: 2
- Loại học phần: Học phần bắt buộc",IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN),HỌC KỲ 2,Quản trị doanh nghiệp CNTT,,Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 2 > Quản trị doanh nghiệp CNTT,data/processed/Công nghệ thông tin.md,Công nghệ thông tin,markdown,data/processed/Công nghệ thông tin.md,sentence-transformers,1024
378,Công nghệ thông tin,"Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 3
TỔNG SỐ TÍN CHỈ: 17",IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN),HỌC KỲ 3,,,Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 3,data/processed/Công nghệ thông tin.md,Công nghệ thông tin,markdown,data/processed/Công nghệ thông tin.md,sentence-transformers,1024
379,Công nghệ thông tin,"Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 3 > Chủ nghĩa xã hội khoa học
- Mã học phần: 005107
- Số tín chỉ: 2
- Loại học phần: Học phần bắt buộc
- Học phần học trước: 005106",IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN),HỌC KỲ 3,Chủ nghĩa xã hội khoa học,,Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 3 > Chủ nghĩa xã hội khoa học,data/processed/Công nghệ thông tin.md,Công nghệ thông tin,markdown,data/processed/Công nghệ thông tin.md,sentence-transformers,1024
380,Công nghệ thông tin,"Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 3 > Cấu trúc dữ liệu và giải thuật
- Mã học phần: 124002
- Số tín chỉ: 3
- Loại học phần: Học phần bắt buộc
- Học phần học trước: 124001",IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN),HỌC KỲ 3,Cấu trúc dữ liệu và giải thuật,,Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 3 > Cấu trúc dữ liệu và giải thuật,data/processed/Công nghệ thông tin.md,Công nghệ thông tin,markdown,data/processed/Công nghệ thông tin.md,sentence-transformers,1024
381,Công nghệ thông tin,"Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 3 > Lập trình hướng đối tượng
- Mã học phần: 122003
- Số tín chỉ: 3
- Loại học phần: Học phần bắt buộc
- Học phần học trước: 124001",IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN),HỌC KỲ 3,Lập trình hướng đối tượng,,Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 3 > Lập trình hướng đối tượng,data/processed/Công nghệ thông tin.md,Công nghệ thông tin,markdown,data/processed/Công nghệ thông tin.md,sentence-transformers,1024
382,Công nghệ thông tin,"Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 3 > Mạng máy tính
- Mã học phần: 123002
- Số tín chỉ: 3
- Loại học phần: Học phần bắt buộc",IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN),HỌC KỲ 3,Mạng máy tính,,Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 3 > Mạng máy tính,data/processed/Công nghệ thông tin.md,Công nghệ thông tin,markdown,data/processed/Công nghệ thông tin.md,sentence-transformers,1024
383,Công nghệ thông tin,"Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 3 > Thiết kế cơ sở dữ liệu
- Mã học phần: 121002
- Số tín chỉ: 3
- Loại học phần: Học phần bắt buộc
- Học phần học trước: 121000, 122002, 124001",IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN),HỌC KỲ 3,Thiết kế cơ sở dữ liệu,,Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 3 > Thiết kế cơ sở dữ liệu,data/processed/Công nghệ thông tin.md,Công nghệ thông tin,markdown,data/processed/Công nghệ thông tin.md,sentence-transformers,1024
384,Công nghệ thông tin,"Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 3 > Chuyên đề thực tế 1
- Mã học phần: 122043
- Số tín chỉ: 1
- Loại học phần: Học phần bắt buộc",IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN),HỌC KỲ 3,Chuyên đề thực tế 1,,Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 3 > Chuyên đề thực tế 1,data/processed/Công nghệ thông tin.md,Công nghệ thông tin,markdown,data/processed/Công nghệ thông tin.md,sentence-transformers,1024
385,Công nghệ thông tin,"Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 4
TỔNG SỐ TÍN CHỈ: 15 TÍN CHỈ",IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN),HỌC KỲ 4,,,Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 4,data/processed/Công nghệ thông tin.md,Công nghệ thông tin,markdown,data/processed/Công nghệ thông tin.md,sentence-transformers,1024
386,Công nghệ thông tin,"Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 4 > Tư tưởng Hồ Chí Minh
- Mã học phần: 005102
- Số tín chỉ: 2
- Loại học phần: Học phần bắt buộc
- Học phần học trước: 005107",IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN),HỌC KỲ 4,Tư tưởng Hồ Chí Minh,,Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 4 > Tư tưởng Hồ Chí Minh,data/processed/Công nghệ thông tin.md,Công nghệ thông tin,markdown,data/processed/Công nghệ thông tin.md,sentence-transformers,1024
387,Công nghệ thông tin,"Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 4 > Công nghệ phần mềm
- Mã học phần: 122005
- Số tín chỉ: 2
- Loại học phần: Học phần bắt buộc",IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN),HỌC KỲ 4,Công nghệ phần mềm,,Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 4 > Công nghệ phần mềm,data/processed/Công nghệ thông tin.md,Công nghệ thông tin,markdown,data/processed/Công nghệ thông tin.md,sentence-transformers,1024
388,Công nghệ thông tin,"Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 4 > Lý thuyết đồ thị
- Mã học phần: 122004
- Số tín chỉ: 2
- Loại học phần: Học phần bắt buộc
- Học phần học trước: 122002, 124001, 124002",IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN),HỌC KỲ 4,Lý thuyết đồ thị,,Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 4 > Lý thuyết đồ thị,data/processed/Công nghệ thông tin.md,Công nghệ thông tin,markdown,data/processed/Công nghệ thông tin.md,sentence-transformers,1024
389,Công nghệ thông tin,"Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 4 > Phân tích thiết kế giải thuật
- Mã học phần: 124003
- Số tín chỉ: 3
- Loại học phần: Học phần bắt buộc
- Học phần học trước: 124002",IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN),HỌC KỲ 4,Phân tích thiết kế giải thuật,,Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 4 > Phân tích thiết kế giải thuật,data/processed/Công nghệ thông tin.md,Công nghệ thông tin,markdown,data/processed/Công nghệ thông tin.md,sentence-transformers,1024
390,Công nghệ thông tin,"Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 4 > Phân tích thiết kế hệ thống
- Mã học phần: 121008
- Số tín chỉ: 3
- Loại học phần: Học phần bắt buộc
- Học phần học trước: 121000, 121002",IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN),HỌC KỲ 4,Phân tích thiết kế hệ thống,,Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 4 > Phân tích thiết kế hệ thống,data/processed/Công nghệ thông tin.md,Công nghệ thông tin,markdown,data/processed/Công nghệ thông tin.md,sentence-transformers,1024
391,Công nghệ thông tin,"Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 4 > Hệ điều hành
- Mã học phần: 125001
- Số tín chỉ: 3
- Loại học phần: Học phần bắt buộc
- Học phần học trước: 125000",IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN),HỌC KỲ 4,Hệ điều hành,,Công nghệ thông tin > IV. CHƯƠNG TRÌNH KHUNG (KẾ HOẠCH THỰC HIỆN) > HỌC KỲ 4 > Hệ điều hành,data/processed/Công nghệ thông tin.md,Công nghệ thông tin,markdown,data/processed/Công nghệ thông tin.md,sentence-transformers,1024
